,Movie_name,Rating,Duration,Release_year,Genre,Director,Meta_score
1190,24. Dil Chahta Hai,8.0,3h 3m,2001-01-01,romance,Farhan Akhtar,0
1191,28. Huccha,7.8,2h 58m,2001-01-01,romance,Om Prakash Rao,0
1192,35. Original Sin,6.0,1h 56m,2001-01-01,romance,Michael Cristofer,33
1193,38. Shrek,7.9,1h 30m,2001-01-01,romance,Andrew Adamson,84
1194,44. Vaalee,6.8,2h 39m,2001-01-01,romance,S. Mahendar,0
1195,45. Vanilla Sky,6.9,2h 16m,2001-01-01,romance,Cameron Crowe,45
1196,46. A Walk to Remember,7.3,1h 41m,2002-01-01,romance,Adam Shankman,35
1197,47. Bend It Like Beckham,6.7,1h 52m,2002-01-01,romance,Gurinder Chadha,66
1198,49. Devdas,7.5,3h 5m,2002-01-01,romance,Sanjay Leela Bhansali,0
1199,57. My Big Fat Greek Wedding,6.6,1h 35m,2002-01-01,romance,Joel Zwick,62
1200,61. Secretary,6.9,1h 47m,2002-01-01,romance,Steven Shainberg,63
1201,68. Van Wilder,6.4,1h 32m,2002-01-01,romance,Walt Becker,26
1202,73. Boys,7.2,2h 52m,2003-01-01,romance,S. Shankar,0
1203,75. Cold Mountain,7.2,2h 34m,2003-01-01,romance,Anthony Minghella,73
1204,78. Freaky Friday,6.3,1h 37m,2003-01-01,romance,Mark Waters,70
1205,82. Kal Ho Naa Ho,7.9,3h 6m,2003-01-01,romance,Nikkhil Advani,54
1206,83. Kiccha,6.6,2h 34m,2003-01-01,romance,P.A. Arun Prasad,0
1207,99. 50 First Dates,6.8,1h 39m,2004-01-01,romance,Peter Segal,48
1208,102. A Moment to Remember,8.1,1h 57m,2004-01-01,romance,Park Kyung-Jin,0
1209,104. Before Sunset,8.1,1h 20m,2004-01-01,romance,Richard Linklater,91
1210,106. Chasing Liberty,6.1,1h 51m,2004-01-01,romance,Andy Cadiff,46
1211,110. Ella Enchanted,6.3,1h 36m,2004-01-01,romance,Tommy O'Haver,53
1212,111. Eternal Sunshine of the Spotless Mind,8.3,1h 48m,2004-01-01,romance,Michel Gondry,89
1213,117. Hum Tum,7.0,2h 23m,2004-01-01,romance,Kunal Kohli,0
1214,119. Lakshya,7.8,3h 6m,2004-01-01,romance,Farhan Akhtar,0
1215,120. Main Hoon Na,7.1,3h 2m,2004-01-01,romance,Farah Khan,0
1216,136. The Notebook,7.8,2h 3m,2004-01-01,romance,Nick Cassavetes,53
1217,138. The Terminal,7.4,2h 8m,2004-01-01,romance,Steven Spielberg,55
1218,141. Wimbledon,6.3,1h 38m,2004-01-01,romance,Richard Loncraine,59
1219,142. Windstruck,7.1,2h 3m,2004-01-01,romance,Jae-young Kwak,0
1220,145. Bewitched,4.8,1h 42m,2005-01-01,romance,Nora Ephron,34
1221,149. Corpse Bride,7.4,1h 17m,2005-01-01,romance,Tim Burton,83
1222,154. King Kong,7.2,3h 7m,2005-01-01,romance,Peter Jackson,81
1223,157. Memoirs of a Geisha,7.3,2h 25m,2005-01-01,romance,Rob Marshall,54
1224,160. Pride & Prejudice,7.8,2h 9m,2005-01-01,romance,Joe Wright,82
1225,164. The 40-Year-Old Virgin,7.1,1h 56m,2005-01-01,romance,Judd Apatow,73
1226,173. The Sisterhood of the Traveling Pants,6.5,1h 59m,2005-01-01,romance,Ken Kwapis,66
1227,178. A Millionaire's First Love,7.2,1h 56m,2006-01-01,romance,Tae-gyun Kim,0
1228,180. Bommarillu,8.2,2h 50m,2006-01-01,romance,Bommarillu Baskar,0
1229,185. Fanaa,7.1,2h 48m,2006-01-01,romance,Kunal Kohli,0
1230,187. Lage Raho Munna Bhai,8.0,2h 24m,2006-01-01,romance,Rajkumar Hirani,0
1231,188. Little Children,7.5,2h 17m,2006-01-01,romance,Todd Field,75
1232,193. Mungaru Male,8.4,2h 23m,2006-01-01,romance,Yograj Bhat,0
1233,194. My Autograph,7.9,3h 5m,2006-01-01,romance,Sudeep,0
1234,198. She's the Man,6.4,1h 45m,2006-01-01,romance,Andy Fickman,45
1235,199. Starter for 10,6.7,1h 32m,2006-01-01,romance,Tom Vaughan,69
1236,204. The Girl Who Leapt Through Time,7.7,1h 38m,2006-01-01,romance,Mamoru Hosoda,66
1237,207. The Illusionist,7.5,1h 50m,2006-01-01,romance,Neil Burger,68
1238,210. Vettaiyaadu Vilaiyaadu,7.9,2h 54m,2006-01-01,romance,Gautham Vasudev Menon,0
1239,219. Cheluvina Chittara,6.4,2h 30m,2007-01-01,romance,S. Narayan,0
1240,220. Dan in Real Life,6.8,1h 38m,2007-01-01,romance,Peter Hedges,65
1241,223. Enchanted,7.1,1h 47m,2007-01-01,romance,Kevin Lima,75
1242,230. Jab We Met,7.9,2h 18m,2007-01-01,romance,Imtiaz Ali,0
1243,232. Knocked Up,6.9,2h 9m,2007-01-01,romance,Judd Apatow,85
1244,237. Milana,8.3,2h 35m,2007-01-01,romance,Prakash,0
1245,239. Nancy Drew,5.9,1h 39m,2007-01-01,romance,Andrew Fleming,53
1246,243. Om Shanti Om,6.8,2h 42m,2007-01-01,romance,Farah Khan,0
1247,245. P.S. I Love You,7.0,2h 6m,2007-01-01,romance,Richard LaGravenese,39
1248,251. Stardust,7.6,2h 7m,2007-01-01,romance,Matthew Vaughn,66
1249,258. The Cake Eaters,6.3,1h 26m,2007-01-01,romance,Mary Stuart Masterson,60
1250,"272. Angus, Thongs and Perfect Snogging",6.3,1h 40m,2008-01-01,romance,Gurinder Chadha,0
1251,"278. Definitely, Maybe",7.1,1h 52m,2008-01-01,romance,Adam Brooks,59
1252,282. Elegy,6.7,1h 52m,2008-01-01,romance,Isabel Coixet,66
1253,284. Gaalipata,8.3,2h 26m,2008-01-01,romance,Yograj Bhat,0
1254,285. Ghost Town,6.7,1h 42m,2008-01-01,romance,David Koepp,72
1255,293. Jaane Tu... Ya Jaane Na,7.4,2h 35m,2008-01-01,romance,Abbas Tyrewala,0
1256,295. Let the Right One In,7.8,1h 54m,2008-01-01,romance,Tomas Alfredson,82
1257,298. Mussanje Maathu,7.5,Not Rated,2008-01-01,romance,Mussanje Mahesh,0
1258,299. Nick and Norah's Infinite Playlist,6.6,1h 30m,2008-01-01,romance,Peter Sollett,64
1259,303. Rab Ne Bana Di Jodi,7.2,2h 47m,2008-01-01,romance,Aditya Chopra,0
1260,308. Sex Drive,6.5,1h 49m,2008-01-01,romance,Sean Anders,49
1261,309. Slumdog Millionaire,8.0,2h,2008-01-01,romance,Danny Boyle,84
1262,317. The Curious Case of Benjamin Button,7.8,2h 46m,2008-01-01,romance,David Fincher,70
1263,323. The Sisterhood of the Traveling Pants 2,6.2,1h 59m,2008-01-01,romance,Sanaa Hamri,63
1264,325. Twilight,5.3,2h 2m,2008-01-01,romance,Catherine Hardwicke,56
1265,331. Yes Man,6.8,1h 44m,2008-01-01,romance,Peyton Reed,46
1266,332. Zack and Miri Make a Porno,6.5,1h 41m,2008-01-01,romance,Kevin Smith,56
1267,335. 500 Days of Summer,7.7,1h 35m,2009-01-01,romance,Marc Webb,76
1268,336. Adventureland,6.8,1h 47m,2009-01-01,romance,Greg Mottola,76
1269,"347. I Love You, Man",7.0,1h 45m,2009-01-01,romance,John Hamburg,70
1270,350. Julie & Julia,7.0,2h 3m,2009-01-01,romance,Nora Ephron,66
1271,351. Love Aaj Kal,6.8,2h 8m,2009-01-01,romance,Imtiaz Ali,0
1272,352. Maleyali Jotheyali,7.1,2h 18m,2009-01-01,romance,Preetham Gubbi,0
1273,365. The Invention of Lying,6.4,1h 40m,2009-01-01,romance,Ricky Gervais,58
1274,367. The Proposal,6.8,1h 48m,2009-01-01,romance,Anne Fletcher,48
1275,371. Up in the Air,7.4,1h 49m,2009-01-01,romance,Jason Reitman,83
1276,376. Beginners,7.2,1h 45m,2010-01-01,romance,Mike Mills,81
1277,390. Love & Other Drugs,6.7,1h 52m,2010-01-01,romance,Edward Zwick,55
1278,391. My Name Is Khan,7.9,2h 45m,2010-01-01,romance,Karan Johar,50
1279,398. Tangled,7.7,1h 40m,2010-01-01,romance,Nathan Greno,71
1280,"404. Tomorrow, When the War Began",6.1,1h 44m,2010-01-01,romance,Stuart Beattie,54
1281,407. Another Earth,6.9,1h 32m,2011-01-01,romance,Mike Cahill,66
1282,"411. Crazy, Stupid, Love.",7.4,1h 58m,2011-01-01,romance,Glenn Ficarra,68
1283,412. Damsels in Distress,5.8,1h 39m,2011-01-01,romance,Whit Stillman,67
1284,413. Detention,5.6,1h 33m,2011-01-01,romance,Joseph Kahn,45
1285,420. J. Edgar,6.5,2h 17m,2011-01-01,romance,Clint Eastwood,59
1286,425. Paramathma,7.3,N/A,2011-01-01,romance,Yograj Bhat,0
1287,426. Perfect Sense,7.0,1h 32m,2011-01-01,romance,David Mackenzie,55
1288,427. Rio,6.9,1h 36m,2011-01-01,romance,Carlos Saldanha,63
1289,429. Sanju Weds Geetha,6.9,2h 15m,2011-01-01,romance,Nagashekar,0
1290,430. Shyloo,6.3,2h 32m,2011-01-01,romance,S. Narayan,0
1291,433. The Adjustment Bureau,7.0,1h 46m,2011-01-01,romance,George Nolfi,60
1292,435. The Artist,7.8,1h 40m,2011-01-01,romance,Michel Hazanavicius,89
1293,440. The Twilight Saga: Breaking Dawn - Part 1,4.9,1h 57m,2011-01-01,romance,Bill Condon,45
1294,"442. Turn Me On, Dammit!",6.3,1h 16m,2011-01-01,romance,Jannicke Systad Jacobsen,70
1295,451. Barfi!,8.1,2h 31m,2012-01-01,romance,Anurag Basu,0
1296,464. On the Road,6.0,2h 4m,2012-01-01,romance,Walter Salles,56
1297,465. Romeo,6.7,2h 35m,2012-01-01,romance,PC Shekar,0
1298,466. Safety Not Guaranteed,6.9,1h 26m,2012-01-01,romance,Colin Trevorrow,72
1299,468. Snow White and the Huntsman,6.1,2h 7m,2012-01-01,romance,Rupert Sanders,57
1300,480. Vicky Donor,7.7,2h 6m,2012-01-01,romance,Shoojit Sircar,0
1301,485. About Time,7.8,2h 3m,2013-01-01,romance,Richard Curtis,55
1302,488. Beautiful Creatures,6.1,2h 4m,2013-01-01,romance,Richard LaGravenese,52
1303,489. Before Midnight,7.9,1h 49m,2013-01-01,romance,Richard Linklater,94
1304,490. Behind the Candelabra,7.0,1h 58m,2013-01-01,romance,Steven Soderbergh,0
1305,493. Blue Jasmine,7.3,1h 38m,2013-01-01,romance,Woody Allen,78
1306,500. Goliyon Ki Raasleela Ram Leela,6.4,2h 30m,2013-01-01,romance,Sanjay Leela Bhansali,0
1307,502. Her,8.0,2h 6m,2013-01-01,romance,Spike Jonze,91
1308,504. Young & Beautiful,6.7,1h 35m,2013-01-01,romance,François Ozon,63
1309,512. Raanjhanaa,7.6,2h 20m,2013-01-01,romance,Aanand L. Rai,0
1310,513. Raja Rani,7.6,2h 40m,2013-01-01,romance,Atlee,0
1311,514. Sakkare,5.8,N/A,2013-01-01,romance,Abhaya Simha,0
1312,517. Simple Agi Ondh Love Story,8.0,2h 10m,2013-01-01,romance,Suni,0
1313,527. The Spectacular Now,7.0,1h 35m,2013-01-01,romance,James Ponsoldt,82
1314,535. What If,6.8,1h 38m,2013-01-01,romance,Michael Dowse,59
1315,536. Adhyaksha,7.4,2h 27m,2014-01-01,romance,Nanda Kishore,0
1316,547. Gajakesari,6.4,2h 45m,2014-01-01,romance,S Krishna,0
1317,552. Honeymoon,5.7,1h 27m,2014-01-01,romance,Leigh Janiak,65
1318,556. Jai Lalitha,6.8,N/A,2014-01-01,romance,Ponkumaran,0
1319,557. Maleficent,6.9,1h 37m,2014-01-01,romance,Robert Stromberg,56
1320,558. Mr. And Mrs. Ramchari,7.3,2h 36m,2014-01-01,romance,Santhosh Ananddram,0
1321,559. Nan Life Alli,6.8,N/A,2014-01-01,romance,Ramdeep,0
1322,562. Spring,6.7,1h 49m,2014-01-01,romance,Justin Benson,70
1323,567. The Fault in Our Stars,7.6,2h 6m,2014-01-01,romance,Josh Boone,69
1324,582. Brooklyn,7.5,1h 57m,2015-01-01,romance,John Crowley,88
1325,583. Crimson Peak,6.5,1h 59m,2015-01-01,romance,Guillermo del Toro,66
1326,586. Equals,6.0,1h 41m,2015-01-01,romance,Drake Doremus,43
1327,589. Kendasampige,8.3,1h 39m,2015-01-01,romance,Suri,0
1328,602. The Diary of a Teenage Girl,6.8,1h 42m,2015-01-01,romance,Marielle Heller,87
1329,603. The DUFF,6.4,1h 41m,2015-01-01,romance,Ari Sandel,56
1330,607. The Lobster,7.1,1h 59m,2015-01-01,romance,Yorgos Lanthimos,82
1331,614. A Hologram for the King,6.1,1h 38m,2016-01-01,romance,Tom Tykwer,58
1332,615. Allied,7.1,2h 4m,2016-01-01,romance,Robert Zemeckis,60
1333,624. Kirik Party,8.2,2h 39m,2016-01-01,romance,Rishab Shetty,0
1334,625. Krishna Rukku,6.6,2h 15m,2016-01-01,romance,Anil Kumar,0
1335,626. La La Land,8.0,2h 8m,2016-01-01,romance,Damien Chazelle,94
1336,631. Passengers,7.0,1h 56m,2016-01-01,romance,Morten Tyldum,41
1337,639. The Handmaiden,8.1,2h 25m,2016-01-01,romance,Park Chan-wook,85
1338,642. The Legend of Tarzan,6.2,1h 50m,2016-01-01,romance,David Yates,44
1339,643. The Light Between Oceans,7.2,2h 13m,2016-01-01,romance,Derek Cianfrance,60
1340,650. Santhu Straight Forward,6.5,2h 39m,2016-01-01,romance,Mahesh Rao,0
1341,662. Heartbreakers,6.3,2h 3m,2001-01-01,romance,David Mirkin,47
1342,666. The Deep End,6.5,1h 41m,2001-01-01,romance,Scott McGehee,78
1343,673. Unfaithful,6.7,2h 4m,2002-01-01,romance,Adrian Lyne,63
1344,675. Wonder Wheel,6.2,1h 41m,2017-01-01,romance,Woody Allen,46
1345,677. The Shape of Water,7.3,2h 3m,2017-01-01,romance,Guillermo del Toro,87
1346,685. Call Me by Your Name,7.8,2h 12m,2017-01-01,romance,Luca Guadagnino,94
1347,689. Legally Blonde,6.5,1h 36m,2001-01-01,romance,Robert Luketic,59
1348,690. A Lot Like Love,6.6,1h 47m,2005-01-01,romance,Nigel Cole,48
1349,695. Sankashta Kara Ganapathi,6.6,1h 56m,2018-01-01,romance,Arjun Kumar,0
1350,702. Destination Wedding,6.0,1h 27m,2018-01-01,romance,Victor Levin,46
1351,728. Gantumoote,8.1,1h 55m,2019-01-01,romance,Roopa Rao,0
1352,731. My Days of Mercy,6.5,1h 48m,2017-01-01,romance,Tali Shalom-Ezer,0
1353,738. Marriage Story,7.9,2h 17m,2019-01-01,romance,Noah Baumbach,94
1354,745. If Beale Street Could Talk,7.1,1h 59m,2018-01-01,romance,Barry Jenkins,87
1355,756. Love Mocktail,8.2,2h 33m,2020-01-01,romance,Darling Krishna,0
1356,777. Happiest Season,6.6,1h 42m,2020-01-01,romance,Clea DuVall,69
1357,781. Palm Springs,7.4,1h 30m,2020-01-01,romance,Max Barbakow,83
1358,805. The Lost City,6.1,1h 52m,2022-01-01,romance,Aaron Nee,60
1359,824. Love 360,6.8,2h,2022-01-01,romance,Shashank,0
1360,826. Cashback,7.1,1h 42m,2006-01-01,romance,Sean Ellis,54
1361,844. Saptha Sagaradaache Ello - Side A,8.2,2h 22m,2023-01-01,romance,Hemanth M. Rao,0
1362,846. Sapta Sagaradaache Ello: Side B,8.0,2h 28m,2023-01-01,romance,Hemanth M. Rao,0
1363,847. Hit Man,6.8,1h 55m,2023-01-01,romance,Richard Linklater,82
1364,850. Sita Ramam,8.5,2h 43m,2022-01-01,romance,Hanu Raghavapudi,0
1365,5. Frequency,7.4,1h 58m,2000-01-01,sci-fi,Gregory Hoblit,67
1366,14. Pitch Black,7.0,1h 49m,2000-01-01,sci-fi,David Twohy,49
1367,18. The Cell,6.4,1h 47m,2000-01-01,sci-fi,Tarsem Singh,40
1368,20. Unbreakable,7.3,1h 46m,2000-01-01,sci-fi,M. Night Shyamalan,62
1369,21. X-Men,7.3,1h 44m,2000-01-01,sci-fi,Bryan Singer,64
1370,22. A.I. Artificial Intelligence,7.2,2h 26m,2001-01-01,sci-fi,Steven Spielberg,65
1371,25. Donnie Darko,8.0,1h 53m,2001-01-01,sci-fi,Richard Kelly,88
1372,45. Vanilla Sky,6.9,2h 16m,2001-01-01,sci-fi,Cameron Crowe,45
1373,50. Equilibrium,7.3,1h 47m,2002-01-01,sci-fi,Kurt Wimmer,33
1374,56. Minority Report,7.6,2h 25m,2002-01-01,sci-fi,Steven Spielberg,80
1375,60. Resident Evil,6.6,1h 40m,2002-01-01,sci-fi,Paul W.S. Anderson,35
1376,62. Signs,6.8,1h 46m,2002-01-01,sci-fi,M. Night Shyamalan,59
1377,63. Spider-Man,7.4,2h 1m,2002-01-01,sci-fi,Sam Raimi,73
1378,92. Terminator 3: Rise of the Machines,6.3,1h 49m,2003-01-01,sci-fi,Jonathan Mostow,66
1379,93. The League of Extraordinary Gentlemen,5.8,1h 50m,2003-01-01,sci-fi,Stephen Norrington,30
1380,94. The Matrix Reloaded,7.2,2h 18m,2003-01-01,sci-fi,Lana Wachowski,62
1381,95. The Matrix Revolutions,6.7,2h 9m,2003-01-01,sci-fi,Lana Wachowski,47
1382,98. X2: X-Men United,7.4,2h 14m,2003-01-01,sci-fi,Bryan Singer,68
1383,101. Alien vs. Predator,5.7,1h 41m,2004-01-01,sci-fi,Paul W.S. Anderson,29
1384,109. District B13,7.1,1h 24m,2004-01-01,sci-fi,Pierre Morel,70
1385,111. Eternal Sunshine of the Spotless Mind,8.3,1h 48m,2004-01-01,sci-fi,Michel Gondry,89
1386,116. Hellboy,6.9,2h 2m,2004-01-01,sci-fi,Guillermo del Toro,72
1387,"118. I, Robot",7.1,1h 55m,2004-01-01,sci-fi,Alex Proyas,59
1388,127. Spider-Man 2,7.5,2h 7m,2004-01-01,sci-fi,Sam Raimi,83
1389,133. The Butterfly Effect,7.6,1h 53m,2004-01-01,sci-fi,Eric Bress,30
1390,163. Serenity,7.8,1h 59m,2005-01-01,sci-fi,Joss Whedon,74
1391,169. The Hitchhiker's Guide to the Galaxy,6.7,1h 49m,2005-01-01,sci-fi,Garth Jennings,63
1392,170. The Island,6.8,2h 16m,2005-01-01,sci-fi,Michael Bay,50
1393,171. The Jacket,7.1,1h 43m,2005-01-01,sci-fi,John Maybury,44
1394,174. V for Vendetta,8.1,2h 12m,2005-01-01,sci-fi,James McTeigue,62
1395,175. War of the Worlds,6.5,1h 57m,2005-01-01,sci-fi,Steven Spielberg,73
1396,182. Children of Men,7.9,1h 49m,2006-01-01,sci-fi,Alfonso Cuarón,84
1397,184. Deja Vu,7.1,2h 6m,2006-01-01,sci-fi,Tony Scott,59
1398,204. The Girl Who Leapt Through Time,7.7,1h 38m,2006-01-01,sci-fi,Mamoru Hosoda,66
1399,206. The Host,7.1,2h,2006-01-01,sci-fi,Bong Joon Ho,85
1400,208. The Prestige,8.5,2h 10m,2006-01-01,sci-fi,Christopher Nolan,66
1401,228. I Am Legend,7.2,1h 41m,2007-01-01,sci-fi,Francis Lawrence,65
1402,233. Knowing,6.2,2h 1m,2009-01-01,sci-fi,Alex Proyas,41
1403,235. Meet the Robinsons,6.8,1h 35m,2007-01-01,sci-fi,Stephen J. Anderson,61
1404,240. Next,6.2,1h 36m,2007-01-01,sci-fi,Lee Tamahori,42
1405,247. Sunshine,7.2,1h 47m,2007-01-01,sci-fi,Danny Boyle,64
1406,262. The Mist,7.1,2h 6m,2007-01-01,sci-fi,Frank Darabont,58
1407,267. Transformers,7.1,2h 24m,2007-01-01,sci-fi,Michael Bay,61
1408,275. City of Ember,6.4,1h 30m,2008-01-01,sci-fi,Gil Kenan,58
1409,276. CJ7,6.4,1h 28m,2008-01-01,sci-fi,Stephen Chow,46
1410,277. Death Race,6.4,1h 45m,2008-01-01,sci-fi,Paul W.S. Anderson,43
1411,289. Hellboy II: The Golden Army,7.0,2h,2008-01-01,sci-fi,Guillermo del Toro,78
1412,292. Iron Man,7.9,2h 6m,2008-01-01,sci-fi,Jon Favreau,79
1413,302. Quarantine,6.0,1h 29m,2008-01-01,sci-fi,John Erick Dowdle,53
1414,304. Red Mist,4.9,1h 22m,2008-01-01,sci-fi,Paddy Breathnach,0
1415,320. The Incredible Hulk,6.6,1h 52m,2008-01-01,sci-fi,Louis Leterrier,61
1416,329. WALL·E,8.4,1h 38m,2008-01-01,sci-fi,Andrew Stanton,95
1417,334. 9,7.0,1h 19m,2009-01-01,sci-fi,Shane Acker,60
1418,339. Avatar,7.9,2h 42m,2009-01-01,sci-fi,James Cameron,83
1419,341. Daybreakers,6.4,1h 38m,2009-01-01,sci-fi,Michael Spierig,57
1420,343. District 9,7.9,1h 52m,2009-01-01,sci-fi,Neill Blomkamp,81
1421,358. Splice,5.8,1h 44m,2009-01-01,sci-fi,Vincenzo Natali,66
1422,359. Star Trek,7.9,2h 7m,2009-01-01,sci-fi,J.J. Abrams,82
1423,362. The Fourth Kind,5.9,1h 38m,2009-01-01,sci-fi,Olatunde Osunsanmi,34
1424,373. Watchmen,7.6,2h 42m,2009-01-01,sci-fi,Zack Snyder,56
1425,378. Despicable Me,7.6,1h 35m,2010-01-01,sci-fi,Pierre Coffin,72
1426,385. Inception,8.8,2h 28m,2010-01-01,sci-fi,Christopher Nolan,74
1427,394. Repo Men,6.3,1h 51m,2010-01-01,sci-fi,Miguel Sapochnik,32
1428,"404. Tomorrow, When the War Began",6.1,1h 44m,2010-01-01,sci-fi,Stuart Beattie,54
1429,407. Another Earth,6.9,1h 32m,2011-01-01,sci-fi,Mike Cahill,66
1430,408. Captain America: The First Avenger,6.9,2h 4m,2011-01-01,sci-fi,Joe Johnston,66
1431,410. Cowboys & Aliens,6.0,1h 59m,2011-01-01,sci-fi,Jon Favreau,50
1432,426. Perfect Sense,7.0,1h 32m,2011-01-01,sci-fi,David Mackenzie,55
1433,428. Rise of the Planet of the Apes,7.6,1h 45m,2011-01-01,sci-fi,Rupert Wyatt,68
1434,431. Source Code,7.5,1h 33m,2011-01-01,sci-fi,Duncan Jones,74
1435,432. Super 8,7.0,1h 52m,2011-01-01,sci-fi,J.J. Abrams,72
1436,433. The Adjustment Bureau,7.0,1h 46m,2011-01-01,sci-fi,George Nolfi,60
1437,445. X-Men: First Class,7.7,2h 11m,2011-01-01,sci-fi,Matthew Vaughn,65
1438,454. Cloud Atlas,7.4,2h 52m,2012-01-01,sci-fi,Tom Tykwer,55
1439,456. Dredd,7.1,1h 35m,2012-01-01,sci-fi,Pete Travis,60
1440,460. John Carter,6.6,2h 12m,2012-01-01,sci-fi,Andrew Stanton,51
1441,463. Looper,7.4,1h 59m,2012-01-01,sci-fi,Rian Johnson,84
1442,468. Snow White and the Huntsman,6.1,2h 7m,2012-01-01,sci-fi,Rupert Sanders,57
1443,471. The Avengers,8.0,2h 23m,2012-01-01,sci-fi,Joss Whedon,69
1444,482. Wreck-It Ralph,7.7,1h 41m,2012-01-01,sci-fi,Rich Moore,72
1445,485. About Time,7.8,2h 3m,2013-01-01,sci-fi,Richard Curtis,55
1446,486. After Earth,4.8,1h 40m,2013-01-01,sci-fi,M. Night Shyamalan,33
1447,498. Europa Report,6.4,1h 30m,2013-01-01,sci-fi,Sebastián Cordero,68
1448,501. Gravity,7.7,1h 31m,2013-01-01,sci-fi,Alfonso Cuarón,96
1449,502. Her,8.0,2h 6m,2013-01-01,sci-fi,Spike Jonze,91
1450,503. Iron Man 3,7.1,2h 10m,2013-01-01,sci-fi,Shane Black,62
1451,505. Justice League: The Flashpoint Paradox,8.1,1h 15m,2013-01-01,sci-fi,Jay Oliva,0
1452,507. Lucia,8.3,2h 15m,2013-01-01,sci-fi,Pawan Kumar,0
1453,509. Man of Steel,7.1,2h 23m,2013-01-01,sci-fi,Zack Snyder,55
1454,511. Oblivion,7.0,2h 4m,2013-01-01,sci-fi,Joseph Kosinski,54
1455,518. Snowpiercer,7.1,2h 6m,2013-01-01,sci-fi,Bong Joon Ho,84
1456,521. Star Trek Into Darkness,7.7,2h 12m,2013-01-01,sci-fi,J.J. Abrams,72
1457,525. The Hunger Games: Catching Fire,7.5,2h 26m,2013-01-01,sci-fi,Francis Lawrence,76
1458,526. The Returned,5.9,1h 38m,2013-01-01,sci-fi,Manuel Carballo,47
1459,528. Thor: The Dark World,6.7,1h 52m,2013-01-01,sci-fi,Alan Taylor,54
1460,530. Upstream Color,6.5,1h 36m,2013-01-01,sci-fi,Shane Carruth,81
1461,534. World War Z,7.0,1h 56m,2013-01-01,sci-fi,Marc Forster,63
1462,540. Captain America: The Winter Soldier,7.7,2h 16m,2014-01-01,sci-fi,Anthony Russo,70
1463,542. Cooties,5.7,1h 28m,2014-01-01,sci-fi,Jonathan Milott,49
1464,544. Dawn of the Planet of the Apes,7.6,2h 10m,2014-01-01,sci-fi,Matt Reeves,79
1465,546. Edge of Tomorrow,7.9,1h 53m,2014-01-01,sci-fi,Doug Liman,71
1466,548. Godzilla,6.4,2h 3m,2014-01-01,sci-fi,Gareth Edwards,62
1467,550. Guardians of the Galaxy,8.0,2h 1m,2014-01-01,sci-fi,James Gunn,76
1468,552. Honeymoon,5.7,1h 27m,2014-01-01,sci-fi,Leigh Janiak,65
1469,554. Interstellar,8.7,2h 49m,2014-01-01,sci-fi,Christopher Nolan,74
1470,561. Predestination,7.4,1h 37m,2014-01-01,sci-fi,Michael Spierig,69
1471,562. Spring,6.7,1h 49m,2014-01-01,sci-fi,Justin Benson,70
1472,569. The Maze Runner,6.8,1h 53m,2014-01-01,sci-fi,Wes Ball,57
1473,570. The Purge: Anarchy,6.4,1h 43m,2014-01-01,sci-fi,James DeMonaco,50
1474,578. X-Men: Days of Future Past,7.9,2h 12m,2014-01-01,sci-fi,Bryan Singer,75
1475,584. Ex Machina,7.7,1h 48m,2014-01-01,sci-fi,Alex Garland,78
1476,586. Equals,6.0,1h 41m,2015-01-01,sci-fi,Drake Doremus,43
1477,588. Jurassic World,6.9,2h 4m,2015-01-01,sci-fi,Colin Trevorrow,59
1478,590. Mad Max: Fury Road,8.1,2h,2015-01-01,sci-fi,George Miller,90
1479,607. The Lobster,7.1,1h 59m,2015-01-01,sci-fi,Yorgos Lanthimos,82
1480,608. The Martian,8.0,2h 24m,2015-01-01,sci-fi,Ridley Scott,80
1481,613. 10 Cloverfield Lane,7.2,1h 43m,2016-01-01,sci-fi,Dan Trachtenberg,76
1482,617. Arrival,7.9,1h 56m,2016-01-01,sci-fi,Denis Villeneuve,81
1483,618. Captain America: Civil War,7.8,2h 27m,2016-01-01,sci-fi,Anthony Russo,75
1484,619. Colossal,6.2,1h 49m,2016-01-01,sci-fi,Nacho Vigalondo,70
1485,628. Morgan,5.8,1h 32m,2016-01-01,sci-fi,Luke Scott,48
1486,631. Passengers,7.0,1h 56m,2016-01-01,sci-fi,Morten Tyldum,41
1487,636. Star Trek Beyond,7.0,2h 2m,2016-01-01,sci-fi,Justin Lin,68
1488,638. The Girl with All the Gifts,6.6,1h 51m,2016-01-01,sci-fi,Colm McCarthy,67
1489,646. The Purge: Election Year,6.0,1h 48m,2016-01-01,sci-fi,James DeMonaco,55
1490,654. Life,6.6,1h 44m,2017-01-01,sci-fi,Daniel Espinosa,54
1491,655. Logan,8.1,2h 17m,2017-01-01,sci-fi,James Mangold,77
1492,659. Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1h 52m,2016-01-01,sci-fi,Dave Green,40
1493,661. Thor: Ragnarok,7.9,2h 10m,2017-01-01,sci-fi,Taika Waititi,74
1494,665. Valerian and the City of a Thousand Planets,6.4,2h 16m,2017-01-01,sci-fi,Luc Besson,51
1495,677. The Shape of Water,7.3,2h 3m,2017-01-01,sci-fi,Guillermo del Toro,87
1496,684. Annihilation,6.8,1h 55m,2018-01-01,sci-fi,Alex Garland,79
1497,686. Blade Runner 2049,8.0,2h 44m,2017-01-01,sci-fi,Denis Villeneuve,81
